7879,144602 
7438,144064 
7459,144321 
7437,147217 
8417,147463 
7335,146944 
7488,146411 
8275,146366 
8629,146547 
7456,147131 
7879,145829 
7403,145419 
7489,143225 
7458,145246 
7436,144409 
8096,147213 
8128,145160 
7982,147922 
7299,145616 
8184,146790 
8355,146419 
7128,144845 
8305,145332 
7338,144962 
7282,145937 
8139,145627 
7278,147670 
8529,145764 
8194,147699 
7141,146668 
8458,145628 
8270,146323 
7448,145546 
7426,144999 
7136,146867 
7919,147075 
7338,148085 
7404,144433 
7469,147697 
7260,146746 
