7879,144602,10
7438,144064,10
7459,144321,10
7437,147217,10
8417,147463,10
7335,146944,10
7488,146411,10
8275,146366,10
8629,146547,10
7456,147131,10
7879,145829,20
7403,145419,20
7489,143225,20
7458,145246,20
7436,144409,20
8096,147213,20
8128,145160,20
7982,147922,20
7299,145616,20
8184,146790,20
8355,146419,40
7128,144845,40
8305,145332,40
7338,144962,40
7282,145937,40
8139,145627,40
7278,147670,40
8529,145764,40
8194,147699,40
7141,146668,40
8458,145628,80
8270,146323,80
7448,145546,80
7426,144999,80
7136,146867,80
7919,147075,80
7338,148085,80
7404,144433,80
7469,147697,80
7260,146746,80
