7191,145652,10
8038,144627,10
8079,144537,10
7904,144536,10
8445,145168,10
8079,146786,10
7702,147273,10
7679,147533,10
7659,148109,10
8025,147423,10
8162,144813,20
111040,144249,20
22007,145134,20
7989,147769,20
9054,146377,20
9003,146575,20
20847,146398,20
8687,146408,20
8670,147247,20
111039,147239,20
37831,144204,40
20029,144957,40
89851,144682,40
49339,144536,40
11461,146852,40
29945,146377,40
7048,147081,40
73729,146992,40
10561,146820,40
5872,147294,40
14177,145229,80
9458,145840,80
9589,144638,80
14748,144771,80
8184,146275,80
8848,146863,80
22052,146776,80
21808,147117,80
22739,146696,80
11203,146840,80
