13085,145611 
7267,145917 
8152,144345 
7999,143899 
7406,145002 
7271,145507 
8161,145592 
11976,146385 
12551,145153 
7456,145710 
7321,144652 
7357,143564 
7259,145502 
8149,147061 
7336,146523 
7710,145428 
7458,146435 
8505,147067 
7381,146551 
8838,146834 
7547,159935 
7003,158602 
7742,157598 
7449,157825 
7410,148740 
7884,157595 
8546,160939 
7415,147589 
13014,159395 
7322,159596 
8002,149889 
7443,218673 
8937,149526 
7404,149151 
7444,218233 
8007,146470 
7567,146673 
7338,145756 
7300,147996 
7434,147336 
