13085,145611,10
7267,145917,10
8152,144345,10
7999,143899,10
7406,145002,10
7271,145507,10
8161,145592,10
11976,146385,10
12551,145153,10
7456,145710,10
7321,144652,20
7357,143564,20
7259,145502,20
8149,147061,20
7336,146523,20
7710,145428,20
7458,146435,20
8505,147067,20
7381,146551,20
8838,146834,20
7547,159935,40
7003,158602,40
7742,157598,40
7449,157825,40
7410,148740,40
7884,157595,40
8546,160939,40
7415,147589,40
13014,159395,40
7322,159596,40
8002,149889,80
7443,218673,80
8937,149526,80
7404,149151,80
7444,218233,80
8007,146470,80
7567,146673,80
7338,145756,80
7300,147996,80
7434,147336,80
