14353,146548 
8254,143678 
13261,142697 
7408,145684 
8443,145917 
8113,144484 
8475,141920 
7164,146014 
7351,144997 
7483,150782 
8017,145030 
8146,187424 
8001,187383 
8000,187919 
7308,188094 
8398,191730 
7452,145422 
8466,191270 
8279,188222 
7485,145157 
7861,187408 
7418,187415 
7451,145194 
8235,144954 
8146,187444 
7428,187426 
8530,191749 
8433,146597 
7441,187424 
7153,187423 
8001,187894 
8037,187398 
7319,187956 
8013,187911 
8012,188173 
7307,187425 
8157,187390 
7152,187414 
7417,187843 
7462,147809 
7418,187406 
