7447,146330,10
7005,145423,10
7292,145048,10
8370,145285,10
7290,145363,10
8341,146450,10
8517,147859,10
7459,147615,10
7425,144051,10
8116,146859,10
8482,145679,20
8176,145340,20
8361,143309,20
7458,144626,20
8142,145648,20
8405,145902,20
8472,145945,20
7984,141311,20
8269,147097,20
8132,146503,20
7811,145856,40
8271,144646,40
7369,144736,40
7260,144110,40
7313,146696,40
7491,141263,40
8127,147297,40
8315,147509,40
7449,147140,40
8165,146633,40
9103,145455,80
7460,145707,80
7338,144536,80
8006,145357,80
8126,146576,80
7965,146980,80
13154,146988,80
7471,147513,80
7424,147360,80
12288,147413,80
