7447,146330 
7005,145423 
7292,145048 
8370,145285 
7290,145363 
8341,146450 
8517,147859 
7459,147615 
7425,144051 
8116,146859 
8482,145679 
8176,145340 
8361,143309 
7458,144626 
8142,145648 
8405,145902 
8472,145945 
7984,141311 
8269,147097 
8132,146503 
7811,145856 
8271,144646 
7369,144736 
7260,144110 
7313,146696 
7491,141263 
8127,147297 
8315,147509 
7449,147140 
8165,146633 
9103,145455 
7460,145707 
7338,144536 
8006,145357 
8126,146576 
7965,146980 
13154,146988 
7471,147513 
7424,147360 
12288,147413 
