8027,97938 
7274,96555 
8123,96346 
7418,97349 
7474,96715 
12567,95756 
8147,96622 
7098,99057 
7295,99919 
8377,98957 
8123,98949 
7451,99000 
8122,100873 
8034,98372 
8024,99838 
7318,98562 
7296,98949 
8432,97895 
7418,99250 
8433,99155 
8932,98409 
8342,96765 
7407,98018 
8157,95758 
7429,96514 
7494,99661 
7981,99111 
8267,98925 
7979,99176 
7242,100918 
7463,101709 
7485,98913 
8122,99750 
7419,99585 
8025,99653 
6975,97943 
7980,98252 
7251,98918 
8145,98067 
7098,99212 
8391,96802 
8301,180599 
8310,97592 
8322,96773 
8113,98452 
8001,98905 
12291,98334 
6954,98949 
13161,195337 
7384,98386 
8122,99957 
8146,97949 
7296,98765 
7296,98168 
8001,99368 
7076,99571 
7991,98867 
8310,98336 
7462,98072 
8475,99357 
9109,98867 
7286,188020 
8079,187385 
12831,97406 
7284,187426 
7396,98553 
12589,147750 
7945,187391 
7308,188004 
7451,99581 
7483,99729 
7306,99832 
13304,98859 
7429,187793 
7407,187813 
7108,187799 
7463,99630 
7451,99934 
7958,187034 
7980,99251 
