8017,146515 
7495,222171 
7308,148904 
7295,148893 
7441,148901 
7462,146208 
7451,147054 
7463,147354 
7395,148438 
7429,146867 
8017,144721 
7407,148763 
7483,137350 
7374,149107 
8189,150321 
8379,149872 
7583,115094 
7472,149168 
7418,144799 
12270,154130 
8346,175031 
7429,174354 
8443,174664 
7429,174921 
7396,177372 
7439,176736 
7461,177192 
7252,178104 
7440,177176 
7451,148915 
13892,146037 
8299,145772 
8133,144277 
13716,144779 
7286,218765 
7484,172332 
7461,149714 
8808,149875 
7461,148901 
8465,133484 
