7541,144075 
7273,144715 
7429,144415 
7220,146344 
7428,166786 
8410,145758 
7319,146251 
7308,144790 
8069,145305 
7451,146247 
7906,145462 
8156,165941 
8012,166225 
7231,167449 
7143,166408 
7254,166233 
7307,146226 
8122,222049 
8422,146543 
7989,146091 
7905,166033 
7308,166045 
7328,166179 
7396,222056 
7121,221844 
8190,166041 
7262,167394 
8486,166173 
7968,222051 
7439,166521 
14003,144843 
7286,166172 
7405,217483 
8012,166043 
7286,166184 
7284,166996 
7450,166039 
7461,166265 
7429,147536 
7430,166837 
